0, 0.137193, -0.769176, -1.164878e+00
0.01, 0.137948, -0.769447, -1.164890e+00
0.02, 0.140412, -0.771389, -1.164911e+00
0.03, 0.13966, -0.769788, -1.164812e+00
0.04, 0.142067, -0.770819, -1.164984e+00
0.05, 0.142762, -0.771057, -1.164890e+00
0.06, 0.143485, -0.770751, -1.164627e+00
0.07, 0.14313, -0.769963, -1.164435e+00
0.08, 0.143944, -0.770006, -1.164298e+00
0.09, 0.145992, -0.77187, -1.164286e+00
0.1, 0.147292, -0.771711, -1.164280e+00
0.11, 0.146377, -0.770561, -1.163993e+00
0.12, 0.148222, -0.772217, -1.164174e+00
0.13, 0.148248, -0.771004, -1.163755e+00
0.14, 0.149639, -0.772903, -1.163839e+00
0.15, 0.150865, -0.772879, -1.163772e+00
0.16, 0.151719, -0.772862, -1.163658e+00
0.17, 0.152719, -0.773038, -1.163476e+00
0.18, 0.153277, -0.773244, -1.163486e+00
0.19, 0.154366, -0.773374, -1.163230e+00
0.2, 0.154678, -0.773524, -1.163225e+00
0.21, 0.155703, -0.773823, -1.163122e+00
0.22, 0.156078, -0.773149, -1.162811e+00
0.23, 0.157646, -0.774002, -1.162861e+00
0.24, 0.157886, -0.774619, -1.162761e+00
0.25, 0.159189, -0.774034, -1.162632e+00
0.26, 0.159258, -0.773021, -1.162097e+00
0.27, 0.159718, -0.773007, -1.162270e+00
0.28, 0.161934, -0.775575, -1.162507e+00
0.29, 0.161682, -0.773103, -1.162156e+00
0.3, 0.163353, -0.775092, -1.162332e+00
0.31, 0.16442, -0.773622, -1.161993e+00
0.32, 0.164336, -0.773003, -1.161972e+00
0.33, 0.165736, -0.772768, -1.161800e+00
0.34, 0.167698, -0.775919, -1.162516e+00
0.35, 0.167232, -0.775051, -1.162278e+00
0.36, 0.169638, -0.776065, -1.162429e+00
0.37, 0.169481, -0.774178, -1.162074e+00
0.38, 0.170632, -0.77541, -1.162179e+00
0.39, 0.171947, -0.775807, -1.162160e+00
0.4, 0.172846, -0.776597, -1.162427e+00
0.41, 0.173306, -0.774866, -1.162407e+00
0.42, 0.172995, -0.773234, -1.162132e+00
0.43, 0.176241, -0.774985, -1.161845e+00
0.44, 0.177624, -0.77642, -1.162319e+00
0.45, 0.17731, -0.77354, -1.161987e+00
0.46, 0.177055, -0.774511, -1.162131e+00
0.47, 0.179815, -0.774069, -1.161928e+00
0.48, 0.180602, -0.774478, -1.161912e+00
0.49, 0.181189, -0.775736, -1.162206e+00
0.5, 0.182617, -0.773218, -1.161750e+00
0.51, 0.184681, -0.774373, -1.162171e+00
0.52, 0.186157, -0.774852, -1.162106e+00
0.53, 0.187874, -0.774944, -1.162167e+00
0.54, 0.187073, -0.774763, -1.162185e+00
0.55, 0.189649, -0.775077, -1.162373e+00
0.56, 0.1903, -0.774017, -1.162231e+00
0.57, 0.19036, -0.772766, -1.162100e+00
0.58, 0.193277, -0.775289, -1.162538e+00
0.59, 0.193509, -0.774002, -1.162297e+00
0.6, 0.195667, -0.775383, -1.162500e+00
0.61, 0.196415, -0.77506, -1.162578e+00
0.62, 0.197432, -0.775284, -1.162585e+00
0.63, 0.198634, -0.775482, -1.162505e+00
0.64, 0.197959, -0.771855, -1.161761e+00
0.65, 0.198814, -0.771922, -1.162167e+00
0.66, 0.201719, -0.774388, -1.162537e+00
0.67, 0.20272, -0.774218, -1.162587e+00
0.68, 0.203395, -0.77373, -1.162557e+00
0.69, 0.204573, -0.772823, -1.162491e+00
0.7, 0.205786, -0.774918, -1.162763e+00
0.71, 0.204898, -0.771355, -1.162266e+00
0.72, 0.206664, -0.772996, -1.162640e+00
0.73, 0.208978, -0.773404, -1.162940e+00
0.74, 0.209491, -0.77343, -1.163060e+00
0.75, 0.210733, -0.774256, -1.163258e+00
0.76, 0.210588, -0.772713, -1.163128e+00
0.77, 0.213133, -0.772557, -1.163072e+00
0.78, 0.213465, -0.772766, -1.163096e+00
0.79, 0.214118, -0.773655, -1.163657e+00
0.8, 0.215674, -0.772668, -1.163505e+00
0.81, 0.215849, -0.77336, -1.163796e+00
0.82, 0.216635, -0.773757, -1.163745e+00
0.83, 0.217887, -0.773114, -1.163826e+00
0.84, 0.218464, -0.771816, -1.163773e+00
0.85, 0.219603, -0.771934, -1.163873e+00
0.86, 0.219833, -0.771483, -1.163807e+00
0.87, 0.220762, -0.770654, -1.163682e+00
0.88, 0.22181, -0.770744, -1.163650e+00
0.89, 0.223682, -0.77061, -1.163715e+00
0.9, 0.223997, -0.770079, -1.163758e+00
0.91, 0.22478, -0.769988, -1.163784e+00
0.92, 0.225313, -0.769607, -1.163734e+00
0.93, 0.224762, -0.769494, -1.163783e+00
0.94, 0.227482, -0.769392, -1.163788e+00
0.95, 0.227972, -0.769049, -1.163747e+00
0.96, 0.22917, -0.76941, -1.163866e+00
0.97, 0.229899, -0.769035, -1.163858e+00
0.98, 0.230621, -0.768836, -1.163746e+00
0.99, 0.231758, -0.768361, -1.163798e+00
1, 0.231999, -0.767976, -1.163676e+00
1.01, 0.232699, -0.76805, -1.163646e+00
1.02, 0.232572, -0.766966, -1.163726e+00
1.03, 0.233729, -0.766582, -1.163589e+00
1.04, 0.234852, -0.766436, -1.163592e+00
1.05, 0.23502, -0.766568, -1.163625e+00
1.06, 0.234983, -0.766025, -1.163666e+00
1.07, 0.236372, -0.765889, -1.163680e+00
1.08, 0.236952, -0.765329, -1.163574e+00
1.09, 0.23725, -0.765249, -1.163546e+00
1.1, 0.237911, -0.76516, -1.163526e+00
1.11, 0.238121, -0.764629, -1.163609e+00
1.12, 0.23881, -0.764221, -1.163489e+00
1.13, 0.239191, -0.763841, -1.163508e+00
1.14, 0.238655, -0.763644, -1.163440e+00
1.15, 0.240135, -0.76345, -1.163512e+00
1.16, 0.240725, -0.762488, -1.163419e+00
1.17, 0.24099, -0.762124, -1.163412e+00
1.18, 0.241789, -0.761577, -1.163197e+00
1.19, 0.241065, -0.761619, -1.163568e+00
1.2, 0.241223, -0.761492, -1.163408e+00
1.21, 0.242123, -0.760561, -1.163400e+00
1.22, 0.242638, -0.760552, -1.163432e+00
1.23, 0.242623, -0.759759, -1.163271e+00
1.24, 0.243067, -0.75878, -1.163255e+00
1.25, 0.242089, -0.758489, -1.163159e+00
1.26, 0.243317, -0.757699, -1.163228e+00
1.27, 0.243249, -0.756744, -1.163157e+00
1.28, 0.243517, -0.756461, -1.163063e+00
1.29, 0.242821, -0.75504, -1.162923e+00
1.3, 0.243752, -0.755178, -1.163017e+00
1.31, 0.243289, -0.754363, -1.162924e+00
1.32, 0.243805, -0.753374, -1.162707e+00
1.33, 0.243227, -0.752027, -1.162856e+00
1.34, 0.244045, -0.750979, -1.162595e+00
1.35, 0.242941, -0.750262, -1.162506e+00
1.36, 0.244356, -0.74994, -1.162322e+00
1.37, 0.244062, -0.749109, -1.162292e+00
1.38, 0.243963, -0.747838, -1.162028e+00
1.39, 0.24373, -0.747517, -1.161889e+00
1.4, 0.243258, -0.746131, -1.161879e+00
1.41, 0.243371, -0.745421, -1.161770e+00
1.42, 0.24365, -0.744353, -1.161569e+00
1.43, 0.243722, -0.743009, -1.161264e+00
1.44, 0.243236, -0.742414, -1.161279e+00
1.45, 0.243588, -0.740925, -1.160947e+00
1.46, 0.243447, -0.740179, -1.160901e+00
1.47, 0.243243, -0.739399, -1.160847e+00
1.48, 0.242938, -0.738096, -1.160720e+00
1.49, 0.243188, -0.737206, -1.160648e+00
1.5, 0.24306, -0.735673, -1.160416e+00
1.51, 0.245577, -0.735117, -1.159793e+00
1.52, 0.245228, -0.734225, -1.159538e+00
1.53, 0.244939, -0.733071, -1.159569e+00
1.54, 0.244902, -0.731291, -1.159537e+00
1.55, 0.244862, -0.730374, -1.159455e+00
1.56, 0.245359, -0.728665, -1.159168e+00
1.57, 0.242735, -0.728824, -1.159584e+00
1.58, 0.245095, -0.727349, -1.158844e+00
1.59, 0.245329, -0.726175, -1.158665e+00
1.6, 0.245159, -0.726077, -1.158508e+00
1.61, 0.241637, -0.723807, -1.159260e+00
1.62, 0.241312, -0.723017, -1.159219e+00
1.63, 0.243342, -0.722865, -1.158590e+00
1.64, 0.242023, -0.721052, -1.158689e+00
1.65, 0.243507, -0.720001, -1.158131e+00
1.66, 0.243724, -0.718689, -1.158109e+00
1.67, 0.243834, -0.71772, -1.157980e+00
1.68, 0.24354, -0.716625, -1.157781e+00
1.69, 0.244147, -0.71556, -1.157770e+00
1.7, 0.244548, -0.7151, -1.157475e+00
1.71, 0.244322, -0.71433, -1.157569e+00
